customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,churn_risk_score,churn_risk_label
CUS-05372,60,5,556.8199999999999,4,3,4,434,Potential Loyalists,5,Low risk
CUS-05373,105,9,477.61,3,5,4,354,Discount Seekers,33,Low risk
CUS-05374,637,2,164.94,1,1,2,112,Hibernating,85,High risk
CUS-05375,201,6,317.78,2,4,3,243,At Risk,44,Medium risk
CUS-05376,75,2,148.52,4,1,2,412,Potential Loyalists,20,Low risk
CUS-05377,209,8,480.39,2,5,4,254,At Risk,44,Medium risk
CUS-05378,178,5,431.01,2,3,4,234,Discount Seekers,70,High risk
CUS-05379,66,1,43.82,4,1,1,411,Potential Loyalists,5,Low risk
CUS-05380,117,1,43.73,3,1,1,311,Potential Loyalists,18,Low risk
CUS-05381,159,2,276.67,2,1,3,213,Hibernating,62,Medium risk
CUS-05382,68,5,356.71999999999997,4,3,3,433,Potential Loyalists,21,Low risk
CUS-05383,718,2,72.75,1,1,1,111,Hibernating,85,High risk
CUS-05384,63,9,978.16,4,5,5,455,High-Value Customers,20,Low risk
CUS-05385,91,9,758.83,3,5,5,355,High-Value Customers,18,Low risk
CUS-05386,266,4,363.98,2,3,3,233,At Risk,57,Medium risk
CUS-05387,146,1,103.68,2,1,1,211,Hibernating,38,Medium risk
CUS-05388,362,6,622.7,2,4,4,244,At Risk,57,Medium risk
CUS-05389,552,1,26.74,1,1,1,111,Hibernating,77,High risk
CUS-05390,47,7,882.47,5,4,5,545,High-Value Customers,13,Low risk
CUS-05391,82,3,203.59,3,2,2,322,Potential Loyalists,5,Low risk
CUS-05392,62,3,160.3,4,2,2,422,Potential Loyalists,5,Low risk
CUS-05393,122,7,295.59000000000003,3,4,3,343,Loyal Customers,38,Medium risk
CUS-05394,822,2,126.06,1,1,1,111,Hibernating,77,High risk
CUS-05395,427,1,27.44,1,1,1,111,Hibernating,77,High risk
CUS-05396,168,2,131.94,2,1,1,211,Hibernating,44,Medium risk
CUS-05397,419,2,176.94,1,1,2,112,Hibernating,67,High risk
CUS-05398,60,6,529.5699999999999,4,4,4,444,Champions,5,Low risk
CUS-05399,383,1,61.6,2,1,1,211,Hibernating,77,High risk
CUS-05400,55,11,793.84,4,5,5,455,High-Value Customers,13,Low risk
CUS-05401,621,1,22.4,1,1,1,111,Hibernating,77,High risk
CUS-05402,523,1,23.76,1,1,1,111,Hibernating,77,High risk
CUS-05403,408,1,58.25,1,1,1,111,Hibernating,77,High risk
CUS-05404,38,6,209.7,5,4,2,542,Loyal Customers,5,Low risk
CUS-05405,62,7,418.08,4,4,4,444,Champions,13,Low risk
CUS-05406,80,6,671.35,4,4,5,445,High-Value Customers,5,Low risk
CUS-05407,597,3,91.56,1,2,1,121,Hibernating,85,High risk
CUS-05408,62,4,556.6899999999999,4,3,4,434,Potential Loyalists,20,Low risk
CUS-05409,90,5,384.12,3,3,3,333,Discount Seekers,13,Low risk
CUS-05410,266,7,567.3399999999999,2,4,4,244,At Risk,65,High risk
CUS-05411,430,3,239.64,1,2,2,122,Hibernating,75,High risk
CUS-05412,16,16,1543.36,5,5,5,555,High-Value Customers,5,Low risk
CUS-05413,20,2,198.98000000000002,5,1,2,512,Potential Loyalists,5,Low risk
CUS-05414,53,3,260.69,4,2,3,423,Potential Loyalists,5,Low risk
CUS-05415,61,8,821.91,4,5,5,455,High-Value Customers,5,Low risk
CUS-05416,613,1,89.55,1,1,1,111,Hibernating,85,High risk
CUS-05417,36,2,120.47,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05418,106,6,386.54,3,4,3,343,Loyal Customers,18,Low risk
CUS-05419,7,4,223.9,5,3,2,532,Potential Loyalists,5,Low risk
CUS-05420,928,1,52.52,1,1,1,111,Hibernating,77,High risk
CUS-05421,20,5,209.62,5,3,2,532,Potential Loyalists,5,Low risk
CUS-05422,126,3,139.47,3,2,2,322,Potential Loyalists,40,Medium risk
CUS-05423,589,2,68.59,1,1,1,111,Hibernating,85,High risk
CUS-05424,113,5,381.39,3,3,3,333,Potential Loyalists,18,Low risk
CUS-05425,54,6,603.82,4,4,4,444,Champions,28,Low risk
CUS-05426,28,13,1053.46,5,5,5,555,High-Value Customers,13,Low risk
CUS-05427,338,2,128.63,2,1,1,211,Hibernating,67,High risk
CUS-05428,24,9,696.66,5,5,5,555,High-Value Customers,5,Low risk
CUS-05429,41,14,1485.44,5,5,5,555,High-Value Customers,5,Low risk
CUS-05430,68,4,325.36,4,3,3,433,Potential Loyalists,20,Low risk
CUS-05431,508,5,339.22,1,3,3,133,At Risk,67,High risk
CUS-05432,99,7,377.07,3,4,3,343,Discount Seekers,26,Low risk
CUS-05433,137,5,371.45,3,3,3,333,Potential Loyalists,38,Medium risk
CUS-05434,21,8,513.83,5,5,4,554,Champions,35,Medium risk
CUS-05435,105,11,854.63,3,5,5,355,High-Value Customers,18,Low risk
CUS-05436,42,1,51.71,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05437,46,4,342.71,5,3,3,533,Potential Loyalists,5,Low risk
CUS-05438,187,4,280.51,2,3,3,233,At Risk,54,Medium risk
CUS-05439,323,1,67.87,2,1,1,211,Hibernating,77,High risk
CUS-05440,24,11,620.76,5,5,4,554,Champions,13,Low risk
CUS-05441,57,3,286.31,4,2,3,423,Potential Loyalists,5,Low risk
CUS-05442,44,1,101.93,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05443,136,4,228.72,3,3,2,332,Discount Seekers,38,Medium risk
CUS-05444,562,2,96.39999999999999,1,1,1,111,Hibernating,77,High risk
CUS-05445,30,6,719.09,5,4,5,545,High-Value Customers,20,Low risk
CUS-05446,85,2,126.78999999999999,3,1,1,311,Potential Loyalists,13,Low risk
CUS-05447,36,10,1028.8,5,5,5,555,High-Value Customers,5,Low risk
CUS-05448,440,5,534.97,1,3,4,134,At Risk,57,Medium risk
CUS-05449,43,3,109.71000000000001,5,2,1,521,Potential Loyalists,5,Low risk
CUS-05450,812,3,95.18,1,2,1,121,Hibernating,77,High risk
CUS-05451,63,6,491.64,4,4,4,444,Champions,5,Low risk
CUS-05452,111,6,1039.67,3,4,5,345,High-Value Customers,26,Low risk
CUS-05453,491,1,65.25,1,1,1,111,Hibernating,77,High risk
CUS-05454,62,6,300.56,4,4,3,443,Loyal Customers,5,Low risk
CUS-05455,164,1,51.16,2,1,1,211,Hibernating,62,Medium risk
CUS-05456,819,1,43.26,1,1,1,111,Hibernating,85,High risk
CUS-05457,367,4,343.21000000000004,2,3,3,233,At Risk,82,High risk
CUS-05458,154,3,509.38,2,2,4,224,Hibernating,54,Medium risk
CUS-05459,110,2,107.32,3,1,1,311,Potential Loyalists,28,Low risk
CUS-05460,49,13,1192.1499999999999,4,5,5,455,High-Value Customers,13,Low risk
CUS-05461,31,2,149.43,5,1,2,512,Potential Loyalists,5,Low risk
CUS-05462,45,7,533.03,5,4,4,544,Champions,20,Low risk
CUS-05463,82,6,684.04,3,4,5,345,High-Value Customers,20,Low risk
CUS-05464,105,2,131.75,3,1,1,311,Potential Loyalists,53,Medium risk
CUS-05465,205,5,336.7,2,3,3,233,At Risk,52,Medium risk
CUS-05466,293,3,333.62,2,2,3,223,Hibernating,67,High risk
CUS-05467,51,14,2052.98,4,5,5,455,High-Value Customers,13,Low risk
CUS-05468,28,4,302.40000000000003,5,3,3,533,Potential Loyalists,5,Low risk
CUS-05469,63,13,1219.27,4,5,5,455,High-Value Customers,20,Low risk
CUS-05470,60,7,317.79,4,4,3,443,Loyal Customers,5,Low risk
CUS-05471,96,6,590.17,3,4,4,344,Loyal Customers,18,Low risk
CUS-05472,535,3,192.4,1,2,2,122,Hibernating,67,High risk
CUS-05473,99,9,833.38,3,5,5,355,High-Value Customers,18,Low risk
CUS-05474,79,2,185.20999999999998,4,1,2,412,Potential Loyalists,5,Low risk
CUS-05475,93,4,417.26,3,3,4,334,Potential Loyalists,43,Medium risk
CUS-05476,30,6,482.82,5,4,4,544,Champions,5,Low risk
CUS-05477,432,1,145.81,1,1,2,112,Hibernating,92,High risk
CUS-05478,45,2,149.9,5,1,2,512,Potential Loyalists,5,Low risk
CUS-05479,614,2,237.90999999999997,1,1,2,112,Hibernating,77,High risk
CUS-05480,45,7,477.83,5,4,4,544,Champions,13,Low risk
CUS-05481,97,6,293.26,3,4,3,343,Loyal Customers,18,Low risk
CUS-05482,63,7,438.68,4,4,4,444,Champions,28,Low risk
CUS-05483,71,9,546.0,4,5,4,454,Champions,5,Low risk
CUS-05484,42,4,266.38,5,3,3,533,Potential Loyalists,5,Low risk
CUS-05485,69,8,383.71,4,5,3,453,Loyal Customers,13,Low risk
CUS-05486,18,12,1074.45,5,5,5,555,High-Value Customers,13,Low risk
CUS-05487,33,1,182.2,5,1,2,512,Potential Loyalists,5,Low risk
CUS-05488,580,2,186.72,1,1,2,112,Hibernating,77,High risk
CUS-05489,128,6,805.66,3,4,5,345,High-Value Customers,30,Low risk
CUS-05490,66,5,400.72,4,3,4,434,Potential Loyalists,13,Low risk
CUS-05491,115,5,183.95999999999998,3,3,2,332,Potential Loyalists,26,Low risk
CUS-05492,64,6,312.83,4,4,3,443,Discount Seekers,21,Low risk
CUS-05493,74,7,1226.06,4,4,5,445,High-Value Customers,13,Low risk
CUS-05494,142,2,122.77000000000001,2,1,1,211,Hibernating,50,Medium risk
CUS-05495,106,2,266.26,3,1,3,313,Potential Loyalists,33,Low risk
CUS-05496,31,6,397.04,5,4,3,543,Loyal Customers,28,Low risk
CUS-05497,55,3,303.55,4,2,3,423,Potential Loyalists,15,Low risk
CUS-05498,48,9,755.49,5,5,5,555,High-Value Customers,13,Low risk
CUS-05499,76,17,1356.45,4,5,5,455,High-Value Customers,5,Low risk
CUS-05500,51,2,192.56,4,1,2,412,Potential Loyalists,5,Low risk
CUS-05501,235,7,302.6,2,4,3,243,At Risk,59,Medium risk
CUS-05502,81,5,342.84000000000003,4,3,3,433,Potential Loyalists,5,Low risk
CUS-05503,513,2,46.480000000000004,1,1,1,111,Hibernating,92,High risk
CUS-05504,20,3,254.45999999999998,5,2,3,523,Potential Loyalists,5,Low risk
CUS-05505,492,2,151.69,1,1,2,112,Hibernating,67,High risk
CUS-05506,61,3,154.15,4,2,2,422,Potential Loyalists,5,Low risk
CUS-05507,33,1,96.96,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05508,662,3,196.67000000000002,1,2,2,122,Hibernating,82,High risk
CUS-05509,254,2,122.56,2,1,1,211,Hibernating,100,High risk
CUS-05510,273,2,132.56,2,1,2,212,Hibernating,82,High risk
CUS-05511,51,5,469.59000000000003,4,3,4,434,Potential Loyalists,5,Low risk
CUS-05512,329,7,603.8,2,4,4,244,At Risk,72,High risk
CUS-05513,244,6,509.91,2,4,4,244,At Risk,72,High risk
CUS-05514,49,2,62.41,4,1,1,411,Potential Loyalists,5,Low risk
CUS-05515,373,5,409.96999999999997,2,3,4,234,At Risk,57,Medium risk
CUS-05516,39,3,323.53,5,2,3,523,Potential Loyalists,5,Low risk
CUS-05517,838,1,47.49,1,1,1,111,Hibernating,77,High risk
CUS-05518,51,7,745.5699999999999,4,4,5,445,High-Value Customers,5,Low risk
CUS-05519,78,7,605.36,4,4,4,444,Champions,5,Low risk
CUS-05520,374,2,163.57999999999998,2,1,2,212,Hibernating,67,High risk
CUS-05521,551,1,40.52,1,1,1,111,Hibernating,77,High risk
CUS-05522,660,2,40.61,1,1,1,111,Hibernating,77,High risk
CUS-05523,23,8,653.53,5,5,4,554,Champions,20,Low risk
CUS-05524,113,3,176.27,3,2,2,322,Potential Loyalists,18,Low risk
CUS-05525,41,6,954.88,5,4,5,545,High-Value Customers,13,Low risk
CUS-05526,68,7,794.26,4,4,5,445,High-Value Customers,13,Low risk
CUS-05527,103,5,589.06,3,3,4,334,Potential Loyalists,18,Low risk
CUS-05528,160,7,658.83,2,4,5,245,High-Value Customers,67,High risk
CUS-05529,9,2,125.49,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05530,96,8,664.41,3,5,5,355,High-Value Customers,18,Low risk
CUS-05531,359,1,29.35,2,1,1,211,Hibernating,85,High risk
CUS-05532,18,2,131.57999999999998,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05533,765,1,27.34,1,1,1,111,Hibernating,85,High risk
CUS-05534,182,6,613.95,2,4,4,244,At Risk,44,Medium risk
CUS-05535,102,2,116.9,3,2,1,321,Potential Loyalists,38,Medium risk
CUS-05536,195,7,313.86,2,4,3,243,At Risk,44,Medium risk
CUS-05537,63,9,626.17,4,5,4,454,Champions,5,Low risk
CUS-05538,145,12,1085.38,2,5,5,255,High-Value Customers,30,Low risk
CUS-05539,389,3,307.06,2,2,3,223,Hibernating,67,High risk
CUS-05540,45,8,821.53,5,5,5,555,High-Value Customers,5,Low risk
CUS-05541,101,2,180.92000000000002,3,2,2,322,Potential Loyalists,43,Medium risk
CUS-05542,225,6,478.74,2,4,4,244,At Risk,52,Medium risk
CUS-05543,70,4,353.77,4,3,3,433,Potential Loyalists,15,Low risk
CUS-05544,575,1,71.88,1,1,1,111,Hibernating,77,High risk
CUS-05545,117,5,365.67,3,3,3,333,Potential Loyalists,36,Medium risk
CUS-05546,143,5,325.47,2,3,3,233,Discount Seekers,53,Medium risk
CUS-05547,8,16,1661.5,5,5,5,555,High-Value Customers,20,Low risk
CUS-05548,91,2,262.52,3,2,3,323,Potential Loyalists,28,Low risk
CUS-05549,67,9,899.35,4,5,5,455,High-Value Customers,5,Low risk
CUS-05550,778,2,162.14,1,2,2,122,Hibernating,92,High risk
CUS-05551,73,3,218.35,4,2,2,422,Potential Loyalists,15,Low risk
CUS-05552,35,2,60.86,5,2,1,521,Potential Loyalists,5,Low risk
CUS-05553,50,7,791.74,4,4,5,445,High-Value Customers,20,Low risk
CUS-05554,78,5,671.67,4,3,5,435,Potential Loyalists,13,Low risk
CUS-05555,121,9,619.02,3,5,4,354,Loyal Customers,30,Low risk
CUS-05556,190,2,54.379999999999995,2,2,1,221,Hibernating,64,Medium risk
CUS-05557,134,5,301.01,3,3,3,333,Discount Seekers,38,Medium risk
CUS-05558,69,8,868.63,4,5,5,455,High-Value Customers,5,Low risk
CUS-05559,77,11,1286.24,4,5,5,455,High-Value Customers,5,Low risk
CUS-05560,485,5,128.88,1,3,1,131,At Risk,65,High risk
CUS-05561,279,13,994.08,2,5,5,255,High-Value Customers,57,Medium risk
CUS-05562,41,11,1153.83,5,5,5,555,High-Value Customers,5,Low risk
CUS-05563,35,1,73.54,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05564,32,12,1305.81,5,5,5,555,High-Value Customers,5,Low risk
CUS-05565,82,5,303.8,3,3,3,333,Discount Seekers,13,Low risk
CUS-05566,390,3,226.14,2,2,2,222,Hibernating,67,High risk
CUS-05567,853,3,330.74,1,2,3,123,Hibernating,92,High risk
CUS-05568,71,9,1021.53,4,5,5,455,High-Value Customers,5,Low risk
CUS-05569,451,2,256.12,1,2,3,123,Hibernating,100,High risk
CUS-05570,241,6,684.46,2,4,5,245,High-Value Customers,65,High risk
CUS-05571,24,4,464.8,5,3,4,534,Potential Loyalists,20,Low risk
CUS-05572,48,10,1089.6,5,5,5,555,High-Value Customers,21,Low risk
CUS-05573,33,3,320.41999999999996,5,2,3,523,Potential Loyalists,20,Low risk
CUS-05574,792,1,22.76,1,1,1,111,Hibernating,85,High risk
CUS-05575,151,3,247.91,2,2,3,223,Hibernating,64,Medium risk
CUS-05576,148,11,1267.63,2,5,5,255,High-Value Customers,30,Low risk
CUS-05577,198,4,362.05,2,3,3,233,At Risk,44,Medium risk
CUS-05578,657,2,204.73000000000002,1,2,2,122,Hibernating,92,High risk
CUS-05579,35,5,431.65,5,3,4,534,Potential Loyalists,5,Low risk
CUS-05580,117,9,746.51,3,5,5,355,High-Value Customers,33,Low risk
CUS-05581,407,2,140.14999999999998,1,2,2,122,Hibernating,67,High risk
CUS-05582,69,10,1096.63,4,5,5,455,High-Value Customers,13,Low risk
CUS-05583,118,3,273.51,3,2,3,323,Potential Loyalists,33,Low risk
CUS-05584,722,5,391.5,1,3,3,133,At Risk,75,High risk
CUS-05585,67,11,800.86,4,5,5,455,High-Value Customers,13,Low risk
CUS-05586,38,25,2867.35,5,5,5,555,High-Value Customers,5,Low risk
CUS-05587,71,13,993.36,4,5,5,455,High-Value Customers,5,Low risk
CUS-05588,75,18,1502.97,4,5,5,455,High-Value Customers,21,Low risk
CUS-05589,198,6,350.47,2,4,3,243,At Risk,44,Medium risk
CUS-05590,414,2,142.8,1,2,2,122,Hibernating,82,High risk
CUS-05591,117,6,342.18,3,4,3,343,Loyal Customers,18,Low risk
CUS-05592,200,7,1054.66,2,4,5,245,High-Value Customers,44,Medium risk
CUS-05593,60,2,35.44,4,2,1,421,Potential Loyalists,5,Low risk
CUS-05594,48,2,158.2,5,2,2,522,Potential Loyalists,5,Low risk
CUS-05595,197,6,582.1800000000001,2,4,4,244,At Risk,44,Medium risk
CUS-05596,279,2,155.34,2,2,2,222,Hibernating,67,High risk
CUS-05597,45,16,1270.29,5,5,5,555,High-Value Customers,5,Low risk
CUS-05598,632,1,105.21,1,1,1,111,Hibernating,77,High risk
CUS-05599,53,1,26.93,4,1,1,411,Potential Loyalists,5,Low risk
CUS-05600,80,4,364.44,4,3,3,433,Potential Loyalists,20,Low risk
CUS-05601,80,7,489.52,4,4,4,444,Champions,20,Low risk
CUS-05602,10,6,461.33,5,4,4,544,Champions,20,Low risk
CUS-05603,67,2,220.08,4,2,2,422,Discount Seekers,45,Medium risk
CUS-05604,227,8,660.1899999999999,2,5,5,255,High-Value Customers,44,Medium risk
CUS-05605,719,2,162.48000000000002,1,2,2,122,Hibernating,85,High risk
CUS-05606,860,1,23.7,1,1,1,111,Hibernating,77,High risk
CUS-05607,50,3,248.54,4,2,3,423,Potential Loyalists,20,Low risk
CUS-05608,79,12,732.81,4,5,5,455,High-Value Customers,13,Low risk
CUS-05609,100,7,565.9399999999999,3,4,4,344,Loyal Customers,26,Low risk
CUS-05610,70,4,187.47,4,3,2,432,Potential Loyalists,5,Low risk
CUS-05611,161,4,401.11,2,3,4,234,At Risk,59,Medium risk
CUS-05612,43,2,107.75999999999999,5,2,1,521,Potential Loyalists,5,Low risk
CUS-05613,45,1,70.9,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05614,572,4,357.99,1,3,3,133,At Risk,75,High risk
CUS-05615,18,12,823.26,5,5,5,555,High-Value Customers,5,Low risk
CUS-05616,79,2,241.17999999999998,4,2,2,422,Potential Loyalists,5,Low risk
CUS-05617,125,5,362.61,3,3,3,333,Discount Seekers,46,Medium risk
CUS-05618,26,11,1362.5,5,5,5,555,High-Value Customers,5,Low risk
CUS-05619,6,3,246.39000000000004,5,2,2,522,Potential Loyalists,5,Low risk
CUS-05620,926,2,117.95,1,2,1,121,Hibernating,100,High risk
CUS-05621,207,2,93.39,2,2,1,221,Hibernating,79,High risk
CUS-05622,413,5,303.39,1,3,3,133,At Risk,72,High risk
CUS-05623,770,4,215.12,1,3,2,132,At Risk,67,High risk
CUS-05624,141,9,982.28,2,5,5,255,High-Value Customers,30,Low risk
CUS-05625,130,8,766.95,3,5,5,355,High-Value Customers,30,Low risk
CUS-05626,127,10,749.04,3,5,5,355,High-Value Customers,60,Medium risk
CUS-05627,151,3,145.87,2,2,2,222,Hibernating,62,Medium risk
CUS-05628,47,1,25.25,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05629,32,2,92.28,5,2,1,521,Potential Loyalists,20,Low risk
CUS-05630,6,2,66.43,5,2,1,521,Potential Loyalists,5,Low risk
CUS-05631,27,4,530.71,5,3,4,534,Potential Loyalists,5,Low risk
CUS-05632,23,9,707.51,5,5,5,555,High-Value Customers,13,Low risk
CUS-05633,707,1,51.0,1,1,1,111,Hibernating,85,High risk
CUS-05634,33,2,85.94,5,2,1,521,Potential Loyalists,5,Low risk
CUS-05635,51,1,169.85,4,1,2,412,Potential Loyalists,5,Low risk
CUS-05636,51,2,116.80000000000001,4,2,1,421,Potential Loyalists,15,Low risk
CUS-05637,142,10,1020.1,2,5,5,255,High-Value Customers,38,Medium risk
CUS-05638,827,2,70.13,1,2,1,121,Hibernating,77,High risk
CUS-05639,64,1,27.24,4,1,1,411,Potential Loyalists,5,Low risk
CUS-05640,113,10,515.68,3,5,4,354,Loyal Customers,18,Low risk
CUS-05641,377,4,565.1,2,3,4,234,At Risk,72,High risk
CUS-05642,118,4,793.95,3,3,5,335,Potential Loyalists,43,Medium risk
CUS-05643,81,5,175.91,4,3,2,432,Potential Loyalists,5,Low risk
CUS-05644,18,3,184.73999999999998,5,2,2,522,Potential Loyalists,5,Low risk
CUS-05645,29,3,265.52,5,2,3,523,Potential Loyalists,20,Low risk
CUS-05646,266,4,475.02000000000004,2,3,4,234,At Risk,67,High risk
CUS-05647,48,1,21.57,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05648,274,3,216.79,2,2,2,222,Hibernating,57,Medium risk
CUS-05649,122,10,1040.54,3,5,5,355,High-Value Customers,30,Low risk
CUS-05650,85,11,1140.49,3,5,5,355,High-Value Customers,13,Low risk
CUS-05651,130,5,271.91,3,4,3,343,Loyal Customers,38,Medium risk
CUS-05652,308,4,350.93,2,3,3,233,At Risk,57,Medium risk
CUS-05653,482,4,351.4,1,3,3,133,At Risk,67,High risk
CUS-05654,511,5,493.05,1,4,4,144,At Risk,67,High risk
CUS-05655,179,11,901.49,2,5,5,255,High-Value Customers,60,Medium risk
CUS-05656,899,1,46.39,1,1,1,111,Hibernating,77,High risk
CUS-05657,91,11,908.35,3,5,5,355,High-Value Customers,26,Low risk
CUS-05658,668,6,492.59999999999997,1,4,4,144,At Risk,57,Medium risk
CUS-05659,67,1,24.38,4,1,1,411,Potential Loyalists,5,Low risk
CUS-05660,71,4,197.20999999999998,4,3,2,432,Potential Loyalists,5,Low risk
CUS-05661,80,6,302.85999999999996,4,4,3,443,Loyal Customers,13,Low risk
CUS-05662,127,4,157.68,3,3,2,332,Potential Loyalists,55,Medium risk
CUS-05663,126,3,162.05,3,2,2,322,Potential Loyalists,50,Medium risk
CUS-05664,42,2,120.6,5,2,1,521,Potential Loyalists,20,Low risk
CUS-05665,62,10,831.66,4,5,5,455,High-Value Customers,5,Low risk
CUS-05666,26,7,792.28,5,4,5,545,High-Value Customers,20,Low risk
CUS-05667,362,3,159.57999999999998,2,2,2,222,Hibernating,67,High risk
CUS-05668,638,4,162.33,1,3,2,132,At Risk,82,High risk
CUS-05669,57,1,97.64,4,1,1,411,Potential Loyalists,30,Low risk
CUS-05670,723,1,89.08,1,1,1,111,Hibernating,77,High risk
CUS-05671,47,3,293.79,5,2,3,523,Potential Loyalists,5,Low risk
CUS-05672,47,4,193.17000000000002,5,3,2,532,Potential Loyalists,23,Low risk
CUS-05673,471,3,133.28,1,2,2,122,Hibernating,82,High risk
CUS-05674,18,11,1856.19,5,5,5,555,High-Value Customers,20,Low risk
CUS-05675,244,7,996.0,2,4,5,245,High-Value Customers,72,High risk
CUS-05676,101,7,871.9,3,4,5,345,High-Value Customers,26,Low risk
CUS-05677,414,5,434.4,1,4,4,144,At Risk,80,High risk
CUS-05678,603,3,194.34,1,2,2,122,Hibernating,82,High risk
CUS-05679,158,4,478.42,2,3,4,234,At Risk,59,Medium risk
CUS-05680,673,4,203.28,1,3,2,132,At Risk,67,High risk
CUS-05681,131,4,201.42000000000002,3,3,2,332,Potential Loyalists,45,Medium risk
CUS-05682,51,9,739.19,4,5,5,455,High-Value Customers,20,Low risk
CUS-05683,157,4,311.37,2,3,3,233,At Risk,69,High risk
CUS-05684,113,4,484.53,3,3,4,334,Potential Loyalists,33,Low risk
CUS-05685,124,7,783.5,3,4,5,345,High-Value Customers,38,Medium risk
CUS-05686,339,2,168.35,2,2,2,222,Hibernating,67,High risk
CUS-05687,19,3,306.4,5,2,3,523,Potential Loyalists,5,Low risk
CUS-05688,33,3,179.81,5,2,2,522,Potential Loyalists,5,Low risk
CUS-05689,553,2,261.25,1,2,3,123,Hibernating,92,High risk
CUS-05690,53,11,1227.08,4,5,5,455,High-Value Customers,5,Low risk
CUS-05691,146,4,271.96,2,3,3,233,At Risk,55,Medium risk
CUS-05692,754,2,52.5,1,2,1,121,Hibernating,77,High risk
CUS-05693,36,7,470.94,5,4,4,544,Champions,21,Low risk
CUS-05694,58,5,408.22,4,4,4,444,Champions,5,Low risk
CUS-05695,74,16,1172.54,4,5,5,455,High-Value Customers,20,Low risk
CUS-05696,780,2,80.59,1,2,1,121,Hibernating,85,High risk
CUS-05697,64,12,936.03,4,5,5,455,High-Value Customers,13,Low risk
CUS-05698,430,5,282.08000000000004,1,4,3,143,At Risk,67,High risk
CUS-05699,93,10,1419.97,3,5,5,355,High-Value Customers,18,Low risk
CUS-05700,92,12,1162.66,3,5,5,355,High-Value Customers,18,Low risk
CUS-05701,263,5,311.18,2,4,3,243,At Risk,65,High risk
CUS-05702,70,16,1115.16,4,5,5,455,High-Value Customers,21,Low risk
CUS-05703,236,3,198.6,2,2,2,222,Hibernating,59,Medium risk
CUS-05704,61,5,597.2,4,4,4,444,Champions,13,Low risk
CUS-05705,573,4,213.27,1,3,2,132,At Risk,67,High risk
CUS-05706,33,5,342.61,5,4,3,543,Discount Seekers,20,Low risk
CUS-05707,92,3,241.56,3,2,2,322,Potential Loyalists,18,Low risk
CUS-05708,668,2,219.59,1,2,2,122,Hibernating,77,High risk
CUS-05709,49,6,351.71999999999997,4,4,3,443,Loyal Customers,5,Low risk
CUS-05710,298,3,87.83,2,2,1,221,Hibernating,67,High risk
CUS-05711,695,5,538.6700000000001,1,4,4,144,At Risk,67,High risk
CUS-05712,91,5,277.48,3,4,3,343,Loyal Customers,18,Low risk
CUS-05713,90,21,2526.79,3,5,5,355,High-Value Customers,13,Low risk
CUS-05714,40,1,82.97,5,1,1,511,Potential Loyalists,5,Low risk
CUS-05715,84,5,456.33,3,4,4,344,Loyal Customers,5,Low risk
CUS-05716,71,9,708.83,4,5,5,455,High-Value Customers,5,Low risk
CUS-05717,76,2,103.94,4,2,1,421,Potential Loyalists,5,Low risk
CUS-05718,36,8,406.04,5,5,4,554,Champions,5,Low risk
CUS-05719,788,1,103.6,1,1,1,111,Hibernating,77,High risk
CUS-05720,50,4,302.78,4,3,3,433,Potential Loyalists,5,Low risk
CUS-05721,99,1,58.12,3,1,1,311,Potential Loyalists,38,Medium risk
CUS-05722,533,2,105.16,1,2,1,121,Hibernating,77,High risk
CUS-05723,137,7,869.32,3,4,5,345,High-Value Customers,38,Medium risk
CUS-05724,420,1,65.74,1,1,1,111,Hibernating,77,High risk
CUS-05725,56,2,108.61000000000001,4,2,1,421,Potential Loyalists,5,Low risk
CUS-05726,85,2,64.98,3,2,1,321,Potential Loyalists,5,Low risk
CUS-05727,696,1,50.7,1,1,1,111,Hibernating,100,High risk
CUS-05728,554,2,122.63,1,2,1,121,Hibernating,85,High risk
CUS-05729,76,5,260.24,4,4,3,443,Discount Seekers,13,Low risk
CUS-05730,142,2,131.48000000000002,2,2,1,221,Hibernating,40,Medium risk
CUS-05731,311,4,334.52,2,3,3,233,At Risk,57,Medium risk
CUS-05732,1014,1,31.52,1,1,1,111,Hibernating,85,High risk
CUS-05733,311,3,316.15999999999997,2,2,3,223,Hibernating,57,Medium risk
CUS-05734,372,6,423.65,2,4,4,244,At Risk,65,High risk
CUS-05735,45,3,149.96,5,2,2,522,Potential Loyalists,5,Low risk
CUS-05736,675,2,100.02000000000001,1,2,1,121,Hibernating,100,High risk
CUS-05737,72,12,944.9,4,5,5,455,High-Value Customers,5,Low risk
CUS-05738,25,4,155.68,5,3,2,532,Potential Loyalists,20,Low risk
CUS-05739,53,11,895.19,4,5,5,455,High-Value Customers,5,Low risk
