order_id,customer_id,order_date,product_category,revenue,cost,profit,discount_amount,quantity,return_flag,campaign_id,channel,device_type,country
ORD-028927,CUS-05778,2025-03-25,Jackets,276.52,167.78,108.74,3.11,2,0,CMP-021,Display Ads,Mobile,Spain
ORD-028928,CUS-05778,2025-04-28,Sportswear,69.96,41.57,28.38,2.98,1,0,CMP-098,Email,Mobile,Spain
ORD-028929,CUS-05778,2025-06-01,Jackets,119.17,71.73,44.0,0.39,1,1,CMP-066,Google Search,Mobile,Spain
ORD-028930,CUS-05778,2025-10-03,Jackets,114.91,71.74,43.17,4.66,1,0,CMP-078,Meta Ads,Mobile,Spain
ORD-028931,CUS-05778,2025-10-24,Jackets,147.2,92.65,54.54,7.23,1,0,CMP-095,Affiliate,Mobile,Spain
ORD-028932,CUS-05779,2025-06-10,Shoes,53.19,44.69,8.5,23.86,1,0,CMP-060,TikTok Ads,Desktop,Netherlands
ORD-028933,CUS-05779,2025-08-12,Shoes,55.29,45.51,9.78,23.17,1,0,CMP-004,Affiliate,Desktop,Netherlands
ORD-028934,CUS-05779,2025-08-19,Dresses,50.33,34.1,16.23,11.68,1,0,CMP-044,Email,Desktop,Netherlands
ORD-028935,CUS-05779,2025-08-24,Shoes,91.18,71.83,19.36,32.66,2,0,CMP-035,Meta Ads,Desktop,Netherlands
ORD-028936,CUS-05779,2025-09-02,Shoes,48.21,33.42,14.78,9.42,1,0,CMP-078,Meta Ads,Desktop,Netherlands
ORD-028937,CUS-05779,2025-09-08,Shoes,59.92,53.05,6.87,31.55,1,0,CMP-115,Email,Desktop,Netherlands
ORD-028938,CUS-05779,2025-09-24,Sportswear,53.32,43.77,9.56,23.46,2,0,CMP-078,Meta Ads,Desktop,Netherlands
ORD-028939,CUS-05780,2023-04-13,Shoes,49.64,31.52,18.12,4.7,1,0,CMP-083,Email,Mobile,Germany
ORD-028940,CUS-05780,2023-07-11,Shoes,112.19,79.54,32.64,24.96,2,0,CMP-083,Email,Mobile,Germany
ORD-028941,CUS-05781,2024-09-07,Sportswear,69.03,40.75,28.27,2.47,1,0,CMP-086,Meta Ads,Desktop,France
ORD-028942,CUS-05781,2024-09-27,Sportswear,146.37,90.58,55.79,12.55,2,0,CMP-114,Google Search,Desktop,France
ORD-028943,CUS-05781,2024-11-23,Dresses,95.47,52.77,35.69,0.48,1,1,CMP-039,TikTok Ads,Desktop,France
ORD-028944,CUS-05781,2025-01-16,Jackets,268.35,162.45,105.9,2.4,3,0,CMP-034,Email,Desktop,France
ORD-028945,CUS-05781,2025-04-18,Dresses,68.01,37.85,30.16,0.81,1,0,CMP-114,Google Search,Desktop,France
ORD-028946,CUS-05781,2025-07-30,Dresses,141.48,78.02,63.47,0.36,2,0,CMP-047,Organic Search,Desktop,France
ORD-028947,CUS-05781,2025-08-12,Dresses,90.69,52.95,37.74,5.58,1,0,CMP-114,Google Search,Desktop,France
ORD-028948,CUS-05781,2025-08-20,Sportswear,73.02,44.84,28.19,5.64,1,0,CMP-047,Organic Search,Desktop,France
ORD-028949,CUS-05781,2025-10-20,Dresses,78.66,44.44,34.22,2.14,1,0,CMP-047,Organic Search,Desktop,France
ORD-028950,CUS-05781,2025-11-11,Dresses,163.24,95.11,68.13,9.69,2,0,CMP-047,Organic Search,Desktop,France
ORD-028951,CUS-05781,2025-11-26,Dresses,73.13,43.2,29.93,5.42,1,0,CMP-047,Organic Search,Desktop,France
ORD-028952,CUS-05782,2023-04-10,Shoes,84.06,57.92,26.14,15.8,1,0,CMP-053,Organic Search,Mobile,UK
ORD-028953,CUS-05782,2023-12-26,Shoes,74.66,50.08,24.58,11.69,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-028954,CUS-05783,2025-02-14,Sportswear,117.28,71.0,46.28,7.28,2,0,CMP-037,Organic Search,Mobile,Spain
ORD-028955,CUS-05783,2025-07-17,Accessories,32.87,16.34,16.53,3.44,1,0,CMP-094,Email,Mobile,Spain
ORD-028956,CUS-05784,2024-10-31,Dresses,72.18,45.48,26.69,10.52,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-028957,CUS-05784,2024-12-28,Bags,63.85,40.68,23.17,12.9,1,0,CMP-098,Email,Mobile,UK
ORD-028958,CUS-05784,2025-02-01,Bags,87.79,50.69,37.11,7.84,1,0,CMP-110,Google Search,Mobile,UK
ORD-028959,CUS-05784,2025-02-28,Dresses,54.13,31.88,22.25,3.84,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-028960,CUS-05784,2025-04-22,Dresses,72.61,46.48,26.13,11.9,1,0,CMP-053,Organic Search,Mobile,UK
ORD-028961,CUS-05785,2023-08-16,Bags,196.98,107.36,89.62,5.59,3,0,CMP-070,Organic Search,Mobile,Italy
ORD-028962,CUS-05785,2024-05-29,Bags,83.03,49.62,33.41,10.59,1,0,CMP-118,Email,Mobile,Italy
ORD-028963,CUS-05785,2024-10-04,Bags,75.78,45.38,30.4,9.84,1,0,CMP-117,Organic Search,Mobile,Italy
ORD-028964,CUS-05785,2024-10-19,Jackets,98.99,67.19,31.8,12.99,1,0,CMP-120,Google Search,Mobile,Italy
ORD-028965,CUS-05785,2024-11-27,Bags,110.04,61.22,48.81,5.48,1,0,CMP-120,Google Search,Mobile,Italy
ORD-028966,CUS-05785,2025-05-13,Beauty,23.57,10.73,12.84,1.98,1,0,CMP-118,Email,Mobile,Italy
ORD-028967,CUS-05785,2025-06-11,Bags,110.7,59.04,51.66,0.69,1,0,CMP-117,Organic Search,Mobile,Italy
ORD-028968,CUS-05785,2025-06-27,Bags,268.22,148.72,119.5,12.39,3,0,CMP-120,Google Search,Mobile,Italy
ORD-028969,CUS-05785,2025-07-03,Shoes,55.42,34.37,21.05,3.83,1,0,CMP-117,Organic Search,Mobile,Italy
ORD-028970,CUS-05785,2025-09-02,Sportswear,93.06,59.85,33.21,11.94,2,0,CMP-028,Display Ads,Mobile,Italy
ORD-028971,CUS-05786,2024-07-09,Shoes,104.79,65.49,39.29,8.13,1,0,CMP-006,Affiliate,Mobile,France
ORD-028972,CUS-05786,2024-09-12,Shoes,162.47,104.06,53.06,16.94,2,1,CMP-047,Organic Search,Mobile,France
ORD-028973,CUS-05786,2024-12-11,Shoes,163.65,106.1,57.55,19.28,2,0,CMP-086,Meta Ads,Mobile,France
ORD-028974,CUS-05786,2025-02-27,Shoes,87.8,57.59,30.21,11.49,1,0,CMP-047,Organic Search,Mobile,France
ORD-028975,CUS-05786,2025-06-03,Shoes,72.4,47.46,24.94,9.43,1,0,CMP-047,Organic Search,Mobile,France
ORD-028976,CUS-05786,2025-07-01,Dresses,59.84,35.23,18.87,4.22,1,1,CMP-108,Email,Mobile,France
ORD-028977,CUS-05786,2025-07-06,Shoes,80.77,51.93,28.84,8.76,1,0,CMP-108,Email,Mobile,France
ORD-028978,CUS-05786,2025-07-18,Shoes,67.61,39.24,28.37,0.05,1,0,CMP-047,Organic Search,Mobile,France
ORD-028979,CUS-05786,2025-08-14,Shoes,50.97,34.32,16.65,8.21,1,0,CMP-108,Email,Mobile,France
ORD-028980,CUS-05787,2024-05-15,Jeans,58.4,38.28,20.12,3.34,1,0,CMP-081,Google Search,Mobile,Netherlands
ORD-028981,CUS-05787,2024-08-28,Accessories,31.17,15.09,16.08,2.36,1,0,CMP-050,Meta Ads,Mobile,Netherlands
ORD-028982,CUS-05787,2025-10-10,Bags,80.11,49.08,31.03,12.5,1,0,CMP-044,Email,Mobile,Netherlands
ORD-028983,CUS-05788,2025-02-26,Shoes,75.77,47.65,28.12,6.38,1,0,CMP-098,Email,Mobile,UK
ORD-028984,CUS-05788,2025-03-15,Jeans,62.16,45.65,16.51,11.47,1,0,CMP-098,Email,Mobile,UK
ORD-028985,CUS-05788,2025-04-24,Jeans,206.33,128.44,77.9,0.82,3,0,CMP-098,Email,Mobile,UK
ORD-028986,CUS-05788,2025-06-24,Shoes,82.34,48.77,33.58,1.74,1,0,CMP-053,Organic Search,Mobile,UK
ORD-028987,CUS-05788,2025-07-07,Shoes,73.09,47.19,25.9,8.27,1,0,CMP-098,Email,Mobile,UK
ORD-028988,CUS-05788,2025-08-16,Bags,66.5,36.4,30.1,2.18,1,0,CMP-029,Email,Mobile,UK
ORD-028989,CUS-05788,2025-09-01,Accessories,36.17,16.95,14.08,1.49,1,1,CMP-098,Email,Mobile,UK
ORD-028990,CUS-05788,2025-09-15,Jackets,128.78,78.47,50.31,2.0,1,0,CMP-033,Affiliate,Mobile,UK
ORD-028991,CUS-05788,2025-09-16,Shoes,71.4,41.56,29.84,0.26,1,0,CMP-079,Display Ads,Mobile,UK
ORD-028992,CUS-05788,2025-11-25,Shoes,86.68,50.99,35.69,1.23,1,0,CMP-053,Organic Search,Mobile,UK
ORD-028993,CUS-05789,2025-03-19,Shoes,83.43,49.21,34.22,1.42,1,0,CMP-041,Organic Search,Mobile,Netherlands
ORD-028994,CUS-05789,2025-05-30,Shoes,211.76,128.36,83.4,9.55,2,0,CMP-041,Organic Search,Mobile,Netherlands
ORD-028995,CUS-05789,2025-09-20,Shoes,84.52,50.39,34.13,2.36,1,0,CMP-041,Organic Search,Mobile,Netherlands
ORD-028996,CUS-05789,2025-09-27,Shoes,44.42,26.88,17.53,1.93,1,0,CMP-041,Organic Search,Mobile,Netherlands
ORD-028997,CUS-05790,2024-10-22,Shoes,116.47,71.68,41.41,7.12,1,1,CMP-037,Organic Search,Mobile,Spain
ORD-028998,CUS-05790,2024-11-12,Jackets,112.21,71.04,41.17,6.2,1,0,CMP-066,Google Search,Mobile,Spain
ORD-028999,CUS-05790,2024-12-18,Jackets,162.78,98.84,63.95,1.95,1,0,CMP-095,Affiliate,Mobile,Spain
ORD-029000,CUS-05790,2024-12-25,Jackets,172.85,111.3,61.55,12.65,1,0,CMP-083,Email,Mobile,Spain
ORD-029001,CUS-05790,2025-02-15,Accessories,37.23,17.49,19.74,1.64,1,0,CMP-066,Google Search,Mobile,Spain
ORD-029002,CUS-05790,2025-07-21,Jackets,240.07,153.18,83.68,15.22,2,1,CMP-083,Email,Mobile,Spain
ORD-029003,CUS-05790,2025-08-13,Bags,87.09,49.59,37.5,6.48,1,0,CMP-086,Meta Ads,Mobile,Spain
ORD-029004,CUS-05790,2025-09-16,Jeans,55.68,36.4,13.99,3.03,1,1,CMP-037,Organic Search,Mobile,Spain
ORD-029005,CUS-05790,2025-10-03,Jeans,66.33,43.19,23.13,3.34,1,0,CMP-028,Display Ads,Mobile,Spain
ORD-029006,CUS-05790,2025-10-23,Beauty,31.88,13.59,18.29,0.48,1,0,CMP-118,Email,Mobile,Spain
ORD-029007,CUS-05790,2025-11-26,Jackets,118.56,72.07,46.49,1.56,1,0,CMP-078,Meta Ads,Mobile,Spain
ORD-029008,CUS-05791,2024-03-07,Accessories,28.52,14.29,14.23,3.23,1,0,CMP-113,Google Search,Mobile,France
ORD-029009,CUS-05791,2025-03-27,Accessories,36.4,17.31,19.09,2.07,1,0,CMP-047,Organic Search,Mobile,France
ORD-029010,CUS-05791,2025-03-29,Jeans,71.22,47.49,23.73,5.38,1,0,CMP-106,Meta Ads,Mobile,France
ORD-029011,CUS-05791,2025-04-01,Accessories,37.85,19.53,18.32,5.54,1,0,CMP-113,Google Search,Mobile,France
ORD-029012,CUS-05791,2025-05-19,Accessories,33.04,16.82,16.22,4.34,1,0,CMP-039,TikTok Ads,Mobile,France
ORD-029013,CUS-05792,2025-01-13,Dresses,85.29,54.32,30.97,13.47,1,0,CMP-113,Google Search,Mobile,France
ORD-029014,CUS-05792,2025-01-24,Dresses,63.14,39.37,23.77,8.44,1,0,CMP-051,Display Ads,Mobile,France
ORD-029015,CUS-05792,2025-03-04,Accessories,27.02,15.06,11.96,6.44,1,0,CMP-050,Meta Ads,Mobile,France
ORD-029016,CUS-05792,2025-03-23,Bags,72.69,45.26,21.99,12.7,1,1,CMP-108,Email,Mobile,France
ORD-029017,CUS-05792,2025-04-21,Jackets,106.33,69.35,36.98,9.25,1,0,CMP-047,Organic Search,Mobile,France
ORD-029018,CUS-05793,2023-11-13,Beauty,21.69,9.93,11.76,1.96,1,0,CMP-033,Affiliate,Mobile,UK
ORD-029019,CUS-05793,2025-05-04,Accessories,124.24,60.98,63.26,11.27,2,0,CMP-033,Affiliate,Mobile,UK
ORD-029020,CUS-05793,2025-09-01,Beauty,18.62,9.26,9.36,3.43,1,0,CMP-057,Display Ads,Mobile,UK
ORD-029021,CUS-05793,2025-10-03,Beauty,28.66,14.58,14.08,6.05,1,0,CMP-110,Google Search,Mobile,UK
ORD-029022,CUS-05794,2025-03-03,Accessories,54.79,25.12,29.68,1.02,2,0,CMP-108,Email,Tablet,France
ORD-029023,CUS-05794,2025-08-25,Accessories,31.92,16.69,15.23,5.17,1,0,CMP-047,Organic Search,Tablet,France
ORD-029024,CUS-05794,2025-09-06,Accessories,33.52,17.87,15.65,6.2,1,0,CMP-034,Email,Tablet,France
ORD-029025,CUS-05794,2025-09-16,Accessories,62.73,31.2,31.53,6.61,2,0,CMP-008,Google Search,Tablet,France
ORD-029026,CUS-05795,2023-11-30,Sportswear,72.25,49.02,23.23,13.75,1,0,CMP-037,Organic Search,Mobile,Spain
ORD-029027,CUS-05795,2023-12-21,Sportswear,134.62,87.13,47.49,18.24,2,0,CMP-067,Email,Mobile,Spain
ORD-029028,CUS-05795,2024-08-29,Sportswear,42.45,28.64,13.81,7.79,1,0,CMP-037,Organic Search,Mobile,Spain
ORD-029029,CUS-05795,2024-12-16,Sportswear,42.8,25.97,16.83,2.75,1,0,CMP-037,Organic Search,Mobile,Spain
ORD-029030,CUS-05795,2025-03-17,Sportswear,45.55,31.02,14.54,8.86,1,0,CMP-037,Organic Search,Mobile,Spain
ORD-029031,CUS-05795,2025-08-03,Sportswear,58.55,39.99,18.55,11.61,1,0,CMP-037,Organic Search,Mobile,Spain
ORD-029032,CUS-05796,2023-08-29,Accessories,100.44,47.29,53.15,4.64,2,0,CMP-029,Email,Mobile,UK
ORD-029033,CUS-05796,2024-02-22,Accessories,28.65,15.04,13.61,4.77,1,0,CMP-100,Google Search,Mobile,UK
ORD-029034,CUS-05796,2024-04-04,Accessories,27.95,13.79,14.16,2.69,1,0,CMP-036,TikTok Ads,Mobile,UK
ORD-029035,CUS-05796,2024-04-13,Accessories,67.95,34.42,33.53,8.55,2,0,CMP-100,Google Search,Mobile,UK
ORD-029036,CUS-05796,2024-05-01,Beauty,28.86,13.72,15.14,3.8,1,0,CMP-007,Email,Mobile,UK
ORD-029037,CUS-05796,2024-08-04,Accessories,69.44,35.08,34.36,8.52,2,0,CMP-007,Email,Mobile,UK
ORD-029038,CUS-05796,2024-09-28,Accessories,29.91,14.03,15.88,1.27,1,0,CMP-100,Google Search,Mobile,UK
ORD-029039,CUS-05796,2024-11-17,Sportswear,58.22,35.59,22.63,4.22,1,0,CMP-053,Organic Search,Mobile,UK
ORD-029040,CUS-05796,2024-12-16,Dresses,134.87,80.11,54.76,10.78,2,0,CMP-098,Email,Mobile,UK
ORD-029041,CUS-05796,2025-01-10,Accessories,69.15,31.81,37.34,1.53,2,0,CMP-049,Google Search,Mobile,UK
ORD-029042,CUS-05796,2025-02-20,Accessories,40.24,19.98,20.27,4.15,1,0,CMP-053,Organic Search,Mobile,UK
ORD-029043,CUS-05796,2025-02-21,Accessories,24.8,13.26,11.54,4.67,1,0,CMP-007,Email,Mobile,UK
ORD-029044,CUS-05796,2025-03-22,Accessories,32.09,15.91,16.18,3.26,1,0,CMP-002,TikTok Ads,Mobile,UK
ORD-029045,CUS-05796,2025-04-01,Accessories,40.75,18.57,22.17,0.53,1,0,CMP-029,Email,Mobile,UK
ORD-029046,CUS-05796,2025-04-04,Accessories,67.63,34.2,33.42,8.38,2,0,CMP-053,Organic Search,Mobile,UK
ORD-029047,CUS-05796,2025-08-01,Accessories,28.07,14.46,10.66,4.06,1,1,CMP-057,Display Ads,Mobile,UK
ORD-029048,CUS-05796,2025-11-24,Accessories,36.81,18.38,18.43,4.04,1,0,CMP-033,Affiliate,Mobile,UK
ORD-029049,CUS-05796,2025-11-26,Shoes,69.06,44.0,25.06,6.8,1,0,CMP-098,Email,Mobile,UK
ORD-029050,CUS-05796,2025-12-14,Accessories,47.27,23.89,23.38,5.82,2,0,CMP-057,Display Ads,Mobile,UK
ORD-029051,CUS-05797,2024-09-13,Sportswear,107.23,70.98,36.25,17.29,2,0,CMP-040,TikTok Ads,Mobile,Netherlands
ORD-029052,CUS-05797,2024-11-26,Sportswear,85.67,52.31,33.37,6.09,1,0,CMP-061,Display Ads,Mobile,Netherlands
ORD-029053,CUS-05797,2025-01-05,Sportswear,127.21,84.47,42.75,20.97,3,0,CMP-105,Meta Ads,Mobile,Netherlands
ORD-029054,CUS-05797,2025-01-20,Sportswear,89.87,63.0,26.87,20.66,2,0,CMP-075,Email,Mobile,Netherlands
ORD-029055,CUS-05797,2025-04-10,Dresses,108.41,71.54,36.87,21.66,2,0,CMP-044,Email,Mobile,Netherlands
ORD-029056,CUS-05797,2025-09-11,Jackets,139.52,98.36,41.16,24.41,1,0,CMP-041,Organic Search,Mobile,Netherlands
ORD-029057,CUS-05798,2023-11-22,Jeans,66.74,48.62,18.12,11.69,1,0,CMP-078,Meta Ads,Mobile,Spain
ORD-029058,CUS-05798,2024-11-13,Jeans,56.2,38.41,17.79,5.76,1,0,CMP-078,Meta Ads,Mobile,Spain
ORD-029059,CUS-05798,2025-03-04,Jeans,59.94,39.36,20.57,3.55,1,0,CMP-115,Email,Mobile,Spain
ORD-029060,CUS-05798,2025-03-29,Accessories,63.19,32.84,30.35,9.79,2,0,CMP-043,Affiliate,Mobile,Spain
ORD-029061,CUS-05798,2025-10-16,Jeans,77.46,50.09,27.36,3.34,1,0,CMP-002,TikTok Ads,Mobile,Spain
ORD-029062,CUS-05799,2024-10-23,Dresses,62.17,40.3,21.86,11.11,1,0,CMP-098,Email,Mobile,UK
ORD-029063,CUS-05799,2024-12-23,Dresses,67.99,38.73,29.26,2.43,1,0,CMP-029,Email,Mobile,UK
ORD-029064,CUS-05799,2025-06-13,Dresses,59.94,37.99,21.94,9.14,1,0,CMP-036,TikTok Ads,Mobile,UK
ORD-029065,CUS-05800,2024-12-01,Jeans,53.63,39.16,14.47,9.53,1,0,CMP-100,Google Search,Tablet,UK
ORD-029066,CUS-05800,2025-01-18,Jeans,61.66,40.37,21.29,3.45,1,0,CMP-110,Google Search,Tablet,UK
ORD-029067,CUS-05800,2025-03-21,Shoes,76.69,49.91,26.78,9.35,1,0,CMP-019,Affiliate,Tablet,UK
ORD-029068,CUS-05800,2025-04-25,Sportswear,44.89,28.7,16.2,5.45,1,0,CMP-091,Email,Tablet,UK
ORD-029069,CUS-05800,2025-07-04,Jackets,89.3,62.87,26.43,15.49,1,0,CMP-100,Google Search,Tablet,UK
ORD-029070,CUS-05800,2025-11-05,Beauty,31.27,15.12,16.15,4.73,1,0,CMP-019,Affiliate,Tablet,UK
ORD-029071,CUS-05801,2025-05-02,Shoes,78.68,57.93,20.76,21.19,1,0,CMP-083,Email,Mobile,Spain
ORD-029072,CUS-05801,2025-06-01,Jeans,48.12,42.34,5.77,20.18,1,0,CMP-018,Meta Ads,Mobile,Spain
ORD-029073,CUS-05801,2025-08-06,Dresses,40.15,32.38,3.76,18.72,1,1,CMP-025,Meta Ads,Mobile,Spain
ORD-029074,CUS-05801,2025-08-13,Jeans,59.3,42.84,16.46,9.8,1,0,CMP-075,Email,Mobile,Spain
ORD-029075,CUS-05801,2025-11-12,Sportswear,45.07,37.36,7.7,20.48,1,0,CMP-066,Google Search,Mobile,Spain
ORD-029076,CUS-05801,2025-11-23,Accessories,27.51,14.57,12.93,4.88,1,0,CMP-035,Meta Ads,Mobile,Spain
ORD-029077,CUS-05802,2023-11-18,Beauty,25.01,11.4,13.61,2.14,1,0,CMP-083,Email,Mobile,Germany
ORD-029078,CUS-05802,2023-12-17,Jackets,124.97,79.86,45.11,8.13,1,0,CMP-083,Email,Mobile,Germany
ORD-029079,CUS-05802,2024-01-31,Jackets,185.29,123.62,61.66,20.75,2,0,CMP-073,Organic Search,Mobile,Germany
ORD-029080,CUS-05802,2024-06-19,Dresses,63.71,35.19,28.52,0.28,1,0,CMP-087,Organic Search,Mobile,Germany
ORD-029081,CUS-05802,2024-08-22,Jackets,162.82,101.06,55.1,5.61,1,1,CMP-054,Google Search,Mobile,Germany
ORD-029082,CUS-05802,2024-11-12,Beauty,36.56,15.46,21.1,0.24,2,0,CMP-023,Meta Ads,Mobile,Germany
ORD-029083,CUS-05802,2025-01-26,Jackets,220.47,134.82,85.65,4.23,2,0,CMP-083,Email,Mobile,Germany
ORD-029084,CUS-05802,2025-03-08,Jackets,142.16,89.32,52.84,6.7,1,0,CMP-058,Display Ads,Mobile,Germany
ORD-029085,CUS-05802,2025-11-20,Bags,115.05,65.56,49.49,8.65,2,0,CMP-025,Meta Ads,Mobile,Germany
ORD-029086,CUS-05803,2024-07-09,Beauty,44.18,20.03,24.14,3.52,2,0,CMP-010,TikTok Ads,Desktop,Italy
ORD-029087,CUS-05803,2024-11-09,Beauty,30.6,15.83,14.77,7.08,1,0,CMP-118,Email,Desktop,Italy
ORD-029088,CUS-05803,2025-02-06,Beauty,29.7,14.12,15.58,3.92,1,0,CMP-005,Meta Ads,Desktop,Italy
ORD-029089,CUS-05803,2025-05-06,Shoes,58.93,42.67,16.26,14.64,1,0,CMP-078,Meta Ads,Desktop,Italy
ORD-029090,CUS-05803,2025-07-16,Beauty,50.49,25.37,21.45,9.92,2,1,CMP-118,Email,Desktop,Italy
ORD-029091,CUS-05803,2025-07-31,Beauty,19.62,9.45,10.17,2.88,1,0,CMP-027,Organic Search,Desktop,Italy
ORD-029092,CUS-05804,2025-11-05,Accessories,65.53,33.12,32.41,8.07,2,0,CMP-080,Affiliate,Desktop,Germany
ORD-029093,CUS-05804,2025-11-15,Accessories,88.44,45.7,42.74,13.12,3,0,CMP-085,Email,Desktop,Germany
ORD-029094,CUS-05805,2023-09-24,Jeans,50.29,33.97,16.32,4.49,1,0,CMP-074,Meta Ads,Desktop,France
ORD-029095,CUS-05805,2023-10-29,Beauty,54.85,24.43,30.42,3.31,2,0,CMP-050,Meta Ads,Desktop,France
ORD-029096,CUS-05805,2024-02-12,Jeans,159.59,106.63,52.97,12.39,3,0,CMP-050,Meta Ads,Desktop,France
ORD-029097,CUS-05805,2024-05-10,Beauty,57.03,25.66,31.37,4.06,2,0,CMP-052,Display Ads,Desktop,France
ORD-029098,CUS-05805,2024-05-21,Beauty,31.66,14.28,17.38,2.34,1,0,CMP-067,Email,Desktop,France
ORD-029099,CUS-05805,2024-06-06,Jeans,52.91,40.27,12.63,12.05,1,0,CMP-067,Email,Desktop,France
ORD-029100,CUS-05805,2024-11-21,Beauty,24.18,12.06,12.12,4.53,1,0,CMP-034,Email,Desktop,France
ORD-029101,CUS-05805,2025-01-10,Beauty,23.3,12.2,11.1,5.75,1,0,CMP-067,Email,Desktop,France
ORD-029102,CUS-05805,2025-01-10,Beauty,25.99,13.63,12.36,6.46,1,0,CMP-086,Meta Ads,Desktop,France
ORD-029103,CUS-05805,2025-10-16,Shoes,78.84,54.93,23.92,15.86,1,0,CMP-050,Meta Ads,Desktop,France
ORD-029104,CUS-05806,2025-10-30,Beauty,22.41,10.28,12.14,2.05,1,0,CMP-065,Affiliate,Tablet,France
ORD-029105,CUS-05806,2025-10-30,Beauty,31.75,15.07,16.68,4.13,1,0,CMP-108,Email,Tablet,France
ORD-029106,CUS-05806,2025-11-08,Beauty,43.96,20.87,23.09,5.73,3,0,CMP-034,Email,Tablet,France
ORD-029107,CUS-05806,2025-12-02,Beauty,17.45,8.39,9.06,2.52,1,0,CMP-008,Google Search,Tablet,France
ORD-029108,CUS-05806,2025-12-05,Beauty,29.81,14.79,15.02,5.4,1,0,CMP-074,Meta Ads,Tablet,France
ORD-029109,CUS-05807,2025-03-01,Beauty,33.15,15.75,17.4,4.34,1,0,CMP-053,Organic Search,Mobile,UK
ORD-029110,CUS-05807,2025-03-24,Accessories,45.53,20.92,24.61,0.96,1,0,CMP-098,Email,Mobile,UK
ORD-029111,CUS-05807,2025-04-04,Bags,270.61,143.75,126.85,0.63,2,0,CMP-093,Meta Ads,Mobile,UK
ORD-029112,CUS-05807,2025-05-29,Bags,100.23,54.63,37.44,2.85,1,1,CMP-049,Google Search,Mobile,UK
ORD-029113,CUS-05807,2025-07-11,Bags,94.63,50.8,43.83,1.22,1,0,CMP-029,Email,Mobile,UK
ORD-029114,CUS-05807,2025-07-15,Bags,96.03,54.69,41.34,7.16,1,0,CMP-100,Google Search,Mobile,UK
ORD-029115,CUS-05807,2025-08-01,Bags,145.05,84.02,61.02,13.49,2,0,CMP-098,Email,Mobile,UK
ORD-029116,CUS-05807,2025-08-05,Shoes,75.21,45.65,29.56,3.5,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-029117,CUS-05807,2025-08-27,Bags,161.69,95.58,66.11,18.65,2,0,CMP-093,Meta Ads,Mobile,UK
ORD-029118,CUS-05807,2025-09-22,Jackets,116.93,72.26,44.66,3.51,1,0,CMP-100,Google Search,Mobile,UK
ORD-029119,CUS-05807,2025-10-10,Bags,111.9,62.67,44.7,6.35,1,1,CMP-053,Organic Search,Mobile,UK
ORD-029120,CUS-05807,2025-10-14,Bags,93.96,54.63,39.33,9.12,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-029121,CUS-05807,2025-10-19,Sportswear,68.97,43.25,25.72,6.91,1,0,CMP-033,Affiliate,Mobile,UK
ORD-029122,CUS-05807,2025-11-13,Bags,170.1,94.03,76.07,7.31,2,0,CMP-093,Meta Ads,Mobile,UK
ORD-029123,CUS-05807,2025-11-26,Bags,55.5,33.36,22.14,7.45,1,0,CMP-029,Email,Mobile,UK
ORD-029124,CUS-05807,2025-12-09,Shoes,144.41,93.09,51.33,16.08,2,0,CMP-053,Organic Search,Mobile,UK
ORD-029125,CUS-05807,2025-12-20,Sportswear,70.52,40.65,29.87,0.8,1,0,CMP-049,Google Search,Mobile,UK
ORD-029126,CUS-05808,2024-10-19,Bags,80.49,49.11,31.38,12.17,1,0,CMP-058,Display Ads,Mobile,Germany
ORD-029127,CUS-05808,2024-10-27,Bags,55.18,35.43,19.75,11.67,1,0,CMP-025,Meta Ads,Mobile,Germany
ORD-029128,CUS-05808,2025-02-25,Sportswear,89.69,55.57,34.12,7.8,2,0,CMP-042,Google Search,Mobile,Germany
ORD-029129,CUS-05809,2025-10-20,Shoes,118.42,75.12,43.3,11.1,2,0,CMP-027,Organic Search,Tablet,Italy
ORD-029130,CUS-05810,2023-06-19,Bags,153.73,108.46,45.27,50.91,2,0,CMP-108,Email,Mobile,France
ORD-029131,CUS-05810,2024-06-29,Bags,82.71,55.87,26.84,22.7,1,0,CMP-108,Email,Mobile,France
ORD-029132,CUS-05810,2024-07-13,Jeans,139.21,95.93,43.28,15.51,2,0,CMP-047,Organic Search,Mobile,France
ORD-029133,CUS-05810,2024-10-04,Bags,97.72,64.34,33.38,23.67,2,0,CMP-050,Meta Ads,Mobile,France
ORD-029134,CUS-05811,2025-09-15,Sportswear,40.93,26.31,14.62,5.23,1,0,CMP-113,Google Search,Mobile,France
ORD-029135,CUS-05811,2025-10-15,Sportswear,72.78,50.03,22.75,14.99,1,0,CMP-108,Email,Mobile,France
ORD-029136,CUS-05812,2025-11-13,Shoes,58.96,37.75,21.21,6.13,1,0,CMP-009,Google Search,Desktop,Germany
ORD-029137,CUS-05813,2025-05-22,Beauty,16.89,8.78,8.11,4.02,1,0,CMP-109,TikTok Ads,Mobile,Germany
ORD-029138,CUS-05813,2025-06-01,Jackets,140.89,90.91,49.97,10.64,2,0,CMP-083,Email,Mobile,Germany
