customer_id,age_group,gender,country,customer_type,acquisition_channel,signup_date,product_category_preference,device_type,latent_business_profile
CUS-03979,25-34,Male,Germany,Returning,Affiliate,2024-07-03,Jeans,Mobile,Hibernating
CUS-03980,55+,Female,France,Returning,Email,2025-02-27,Accessories,Mobile,Loyal Customers
CUS-03981,35-44,Male,Poland,Returning,Affiliate,2024-09-29,Shoes,Mobile,Loyal Customers
CUS-03982,18-24,Male,Italy,Returning,Organic Search,2023-06-20,Sportswear,Mobile,Potential Loyalists
CUS-03983,25-34,Female,UK,Returning,Google Search,2025-04-09,Sportswear,Mobile,Potential Loyalists
CUS-03984,25-34,Male,Netherlands,Returning,Google Search,2024-01-30,Dresses,Desktop,Loyal Customers
CUS-03985,55+,Male,Germany,Returning,Google Search,2023-04-05,Bags,Tablet,High-Value Customers
CUS-03986,25-34,Female,France,Returning,Organic Search,2023-06-03,Accessories,Mobile,Loyal Customers
CUS-03987,25-34,Female,UK,Returning,Affiliate,2025-05-05,Dresses,Tablet,Discount Seekers
CUS-03988,45-54,Male,France,Returning,Google Search,2023-02-09,Shoes,Mobile,Loyal Customers
CUS-03989,35-44,Male,Germany,Returning,Meta Ads,2023-12-25,Dresses,Mobile,High-Value Customers
CUS-03990,45-54,Female,UK,Returning,Meta Ads,2024-01-23,Jeans,Mobile,Loyal Customers
CUS-03991,25-34,Male,UK,New,Organic Search,2025-07-30,Beauty,Tablet,New Customers
CUS-03992,35-44,Female,Germany,New,Google Search,2025-12-11,Beauty,Mobile,New Customers
CUS-03993,35-44,Male,France,Returning,Organic Search,2024-01-10,Jeans,Desktop,Loyal Customers
CUS-03994,35-44,Female,France,Returning,TikTok Ads,2023-05-01,Shoes,Mobile,Hibernating
CUS-03995,55+,Non-binary/Other,UK,Returning,Google Search,2025-08-15,Accessories,Mobile,Potential Loyalists
CUS-03996,35-44,Male,Netherlands,New,Google Search,2025-10-29,Sportswear,Mobile,New Customers
CUS-03997,25-34,Female,France,New,TikTok Ads,2025-10-11,Sportswear,Tablet,New Customers
CUS-03998,25-34,Male,UK,Returning,Organic Search,2024-08-12,Jeans,Desktop,At Risk
CUS-03999,18-24,Female,Germany,Returning,Meta Ads,2023-09-06,Shoes,Mobile,Champions
CUS-04000,35-44,Female,France,Returning,Google Search,2025-03-21,Dresses,Desktop,Loyal Customers
CUS-04001,18-24,Male,Spain,Returning,Email,2024-07-10,Dresses,Desktop,Loyal Customers
CUS-04002,25-34,Female,Spain,Returning,Display Ads,2025-07-23,Shoes,Mobile,Potential Loyalists
CUS-04003,35-44,Male,UK,Returning,TikTok Ads,2023-07-27,Dresses,Mobile,Loyal Customers
CUS-04004,45-54,Female,Italy,Returning,Meta Ads,2024-10-03,Jeans,Mobile,Discount Seekers
CUS-04005,35-44,Male,Italy,New,Affiliate,2025-08-18,Shoes,Mobile,New Customers
CUS-04006,25-34,Male,France,Returning,Google Search,2023-02-06,Shoes,Mobile,At Risk
CUS-04007,25-34,Male,Netherlands,Returning,Google Search,2023-11-29,Beauty,Mobile,Potential Loyalists
CUS-04008,18-24,Female,Italy,Returning,TikTok Ads,2024-03-21,Accessories,Desktop,Potential Loyalists
CUS-04009,35-44,Female,Germany,New,TikTok Ads,2025-12-10,Shoes,Mobile,New Customers
CUS-04010,18-24,Female,Spain,Returning,Google Search,2024-09-11,Accessories,Mobile,Potential Loyalists
CUS-04011,45-54,Female,UK,Returning,TikTok Ads,2024-12-21,Accessories,Mobile,Potential Loyalists
CUS-04012,18-24,Male,UK,New,Affiliate,2025-06-18,Beauty,Mobile,New Customers
CUS-04013,25-34,Female,Italy,New,Google Search,2025-07-27,Shoes,Desktop,New Customers
CUS-04014,25-34,Male,Netherlands,Returning,TikTok Ads,2024-03-13,Shoes,Mobile,High-Value Customers
CUS-04015,18-24,Male,Germany,Returning,Affiliate,2024-04-26,Accessories,Mobile,Loyal Customers
CUS-04016,45-54,Female,UK,New,TikTok Ads,2025-11-17,Beauty,Mobile,New Customers
CUS-04017,35-44,Male,Germany,Returning,Organic Search,2024-03-16,Shoes,Mobile,Loyal Customers
CUS-04018,35-44,Female,Spain,Returning,TikTok Ads,2024-01-16,Sportswear,Mobile,Potential Loyalists
CUS-04019,25-34,Female,Poland,Returning,Organic Search,2023-09-01,Accessories,Desktop,Hibernating
CUS-04020,18-24,Male,Germany,Returning,Google Search,2024-03-17,Jeans,Mobile,Loyal Customers
CUS-04021,35-44,Female,Netherlands,Returning,Organic Search,2024-06-08,Bags,Mobile,At Risk
CUS-04022,25-34,Female,Italy,Returning,TikTok Ads,2023-12-23,Sportswear,Mobile,Potential Loyalists
CUS-04023,25-34,Male,Germany,Returning,Affiliate,2023-05-02,Jackets,Tablet,Champions
CUS-04024,25-34,Male,Netherlands,Returning,Affiliate,2024-11-09,Shoes,Mobile,Discount Seekers
CUS-04025,18-24,Female,Italy,Returning,Google Search,2025-03-15,Sportswear,Desktop,Potential Loyalists
CUS-04026,35-44,Female,UK,Returning,Google Search,2023-09-05,Beauty,Desktop,Hibernating
CUS-04027,18-24,Female,Italy,Returning,TikTok Ads,2025-05-23,Shoes,Tablet,Potential Loyalists
CUS-04028,18-24,Male,UK,Returning,Meta Ads,2025-08-07,Jeans,Desktop,Discount Seekers
CUS-04029,25-34,Male,UK,Returning,Google Search,2024-08-16,Beauty,Mobile,Potential Loyalists
CUS-04030,25-34,Male,Poland,Returning,TikTok Ads,2025-01-29,Sportswear,Desktop,Potential Loyalists
CUS-04031,25-34,Female,France,Returning,Meta Ads,2024-12-08,Jeans,Mobile,Hibernating
CUS-04032,18-24,Male,Germany,Returning,Meta Ads,2025-04-05,Accessories,Desktop,Potential Loyalists
CUS-04033,18-24,Male,Italy,Returning,Meta Ads,2024-03-10,Sportswear,Mobile,Potential Loyalists
CUS-04034,25-34,Male,Germany,Returning,Email,2024-07-20,Jackets,Desktop,High-Value Customers
CUS-04035,18-24,Male,Italy,New,Google Search,2025-09-30,Sportswear,Mobile,New Customers
CUS-04036,25-34,Female,France,Returning,Meta Ads,2024-02-12,Bags,Mobile,At Risk
CUS-04037,25-34,Female,UK,Returning,Google Search,2023-03-31,Dresses,Mobile,At Risk
CUS-04038,25-34,Female,Germany,Returning,Display Ads,2024-10-29,Beauty,Mobile,Hibernating
CUS-04039,35-44,Male,Netherlands,Returning,Meta Ads,2025-08-13,Jeans,Tablet,Discount Seekers
CUS-04040,45-54,Female,Poland,New,Organic Search,2025-11-01,Beauty,Desktop,New Customers
CUS-04041,25-34,Female,Germany,Returning,TikTok Ads,2023-12-17,Beauty,Mobile,Potential Loyalists
CUS-04042,25-34,Male,UK,Returning,Email,2023-01-21,Jackets,Mobile,Champions
CUS-04043,25-34,Female,Italy,Returning,TikTok Ads,2024-02-01,Dresses,Tablet,At Risk
CUS-04044,25-34,Male,Netherlands,Returning,TikTok Ads,2024-07-08,Accessories,Mobile,Hibernating
CUS-04045,35-44,Female,Germany,New,Meta Ads,2025-06-04,Accessories,Mobile,New Customers
CUS-04046,18-24,Non-binary/Other,France,Returning,Display Ads,2023-06-06,Accessories,Desktop,Loyal Customers
CUS-04047,25-34,Female,Spain,Returning,Google Search,2023-07-24,Sportswear,Desktop,Potential Loyalists
CUS-04048,25-34,Male,Netherlands,New,Affiliate,2025-07-13,Sportswear,Mobile,New Customers
CUS-04049,35-44,Female,France,Returning,Display Ads,2024-05-29,Jeans,Mobile,Discount Seekers
CUS-04050,18-24,Male,Germany,Returning,Google Search,2023-11-02,Dresses,Mobile,Loyal Customers
CUS-04051,25-34,Female,France,Returning,Google Search,2023-02-24,Dresses,Mobile,At Risk
CUS-04052,25-34,Non-binary/Other,Germany,Returning,TikTok Ads,2024-07-22,Beauty,Desktop,Hibernating
CUS-04053,18-24,Female,Poland,Returning,Meta Ads,2025-03-05,Shoes,Mobile,Discount Seekers
CUS-04054,25-34,Female,Spain,Returning,Organic Search,2023-11-17,Shoes,Tablet,Loyal Customers
CUS-04055,25-34,Female,Germany,Returning,TikTok Ads,2024-07-12,Jeans,Mobile,Discount Seekers
CUS-04056,45-54,Male,Poland,Returning,Meta Ads,2024-02-27,Jeans,Desktop,At Risk
CUS-04057,18-24,Female,France,Returning,TikTok Ads,2023-12-18,Jeans,Desktop,Hibernating
CUS-04058,55+,Female,Spain,Returning,Organic Search,2023-08-28,Jackets,Mobile,Champions
CUS-04059,35-44,Female,Italy,New,TikTok Ads,2025-07-04,Sportswear,Mobile,New Customers
CUS-04060,18-24,Female,Poland,Returning,Display Ads,2023-08-12,Dresses,Desktop,At Risk
CUS-04061,25-34,Female,UK,Returning,Affiliate,2023-09-09,Shoes,Mobile,Potential Loyalists
CUS-04062,18-24,Male,UK,New,Meta Ads,2025-11-25,Accessories,Mobile,New Customers
CUS-04063,35-44,Male,Italy,New,Google Search,2025-08-06,Accessories,Tablet,New Customers
CUS-04064,45-54,Female,Poland,New,TikTok Ads,2025-08-08,Shoes,Mobile,New Customers
CUS-04065,25-34,Male,UK,Returning,Email,2023-05-03,Shoes,Desktop,Champions
CUS-04066,25-34,Male,UK,New,Organic Search,2025-10-15,Sportswear,Mobile,New Customers
CUS-04067,25-34,Male,Italy,Returning,Google Search,2023-03-23,Shoes,Mobile,Loyal Customers
CUS-04068,25-34,Female,Spain,Returning,Meta Ads,2023-06-13,Shoes,Mobile,Discount Seekers
CUS-04069,35-44,Male,Germany,Returning,TikTok Ads,2024-06-18,Bags,Mobile,High-Value Customers
CUS-04070,18-24,Female,Italy,Returning,Google Search,2025-02-02,Shoes,Tablet,Potential Loyalists
CUS-04071,25-34,Male,Italy,Returning,Google Search,2024-12-04,Accessories,Mobile,Loyal Customers
CUS-04072,18-24,Female,Italy,Returning,Google Search,2024-03-09,Accessories,Mobile,Loyal Customers
CUS-04073,18-24,Female,UK,New,Affiliate,2025-11-06,Sportswear,Mobile,New Customers
CUS-04074,45-54,Non-binary/Other,Germany,Returning,Affiliate,2024-02-13,Shoes,Mobile,Discount Seekers
CUS-04075,25-34,Female,Netherlands,New,Meta Ads,2025-09-16,Beauty,Mobile,New Customers
CUS-04076,18-24,Male,Spain,Returning,Email,2024-01-02,Shoes,Mobile,Champions
CUS-04077,55+,Female,Germany,Returning,Affiliate,2025-03-15,Shoes,Tablet,Champions
CUS-04078,45-54,Female,Italy,Returning,Google Search,2024-02-12,Shoes,Desktop,Loyal Customers
CUS-04079,55+,Female,Netherlands,Returning,TikTok Ads,2024-02-09,Shoes,Mobile,Discount Seekers
CUS-04080,45-54,Female,Italy,Returning,Affiliate,2024-12-18,Jeans,Desktop,At Risk
CUS-04081,35-44,Female,Italy,New,Meta Ads,2025-10-08,Shoes,Desktop,New Customers
CUS-04082,25-34,Female,UK,Returning,Organic Search,2023-09-28,Accessories,Desktop,Potential Loyalists
CUS-04083,55+,Female,Netherlands,Returning,Organic Search,2025-02-16,Jeans,Mobile,Discount Seekers
CUS-04084,35-44,Female,Spain,Returning,Google Search,2024-10-04,Accessories,Mobile,Potential Loyalists
CUS-04085,35-44,Male,Spain,Returning,Organic Search,2023-08-23,Dresses,Desktop,Discount Seekers
CUS-04086,55+,Female,Spain,Returning,Google Search,2025-03-17,Shoes,Mobile,Discount Seekers
CUS-04087,18-24,Male,France,New,Organic Search,2025-09-28,Beauty,Mobile,New Customers
CUS-04088,25-34,Male,Germany,Returning,Email,2023-09-09,Shoes,Tablet,Discount Seekers
CUS-04089,45-54,Female,France,Returning,Google Search,2023-11-18,Accessories,Mobile,Potential Loyalists
CUS-04090,45-54,Male,Italy,Returning,Organic Search,2024-07-07,Jeans,Mobile,At Risk
CUS-04091,35-44,Female,France,Returning,Organic Search,2024-05-15,Shoes,Mobile,Champions
CUS-04092,18-24,Male,Germany,New,TikTok Ads,2025-11-04,Accessories,Mobile,New Customers
CUS-04093,45-54,Female,Spain,Returning,Google Search,2023-11-09,Accessories,Mobile,Loyal Customers
CUS-04094,25-34,Non-binary/Other,Spain,Returning,Organic Search,2023-11-11,Jackets,Mobile,Champions
CUS-04095,35-44,Female,Spain,Returning,Organic Search,2025-01-13,Bags,Desktop,Champions
CUS-04096,18-24,Male,Poland,Returning,TikTok Ads,2025-02-14,Accessories,Mobile,Potential Loyalists
CUS-04097,18-24,Female,Poland,Returning,Display Ads,2024-06-27,Dresses,Desktop,At Risk
CUS-04098,35-44,Female,France,New,Meta Ads,2025-08-20,Accessories,Tablet,New Customers
CUS-04099,45-54,Female,UK,Returning,TikTok Ads,2025-05-02,Accessories,Mobile,Potential Loyalists
CUS-04100,18-24,Female,Netherlands,Returning,Email,2025-02-26,Dresses,Mobile,High-Value Customers
CUS-04101,35-44,Male,Germany,Returning,Email,2024-06-06,Sportswear,Mobile,Discount Seekers
CUS-04102,35-44,Female,UK,Returning,TikTok Ads,2024-03-03,Jeans,Mobile,Loyal Customers
CUS-04103,45-54,Female,France,Returning,TikTok Ads,2023-08-03,Sportswear,Desktop,Potential Loyalists
CUS-04104,18-24,Female,Germany,Returning,Meta Ads,2023-09-30,Dresses,Mobile,At Risk
CUS-04105,18-24,Male,Germany,Returning,Organic Search,2023-11-06,Beauty,Mobile,Hibernating
CUS-04106,25-34,Female,France,Returning,Organic Search,2024-03-06,Beauty,Mobile,Potential Loyalists
CUS-04107,45-54,Female,France,Returning,Organic Search,2024-03-06,Jeans,Mobile,Hibernating
CUS-04108,55+,Female,Spain,Returning,Google Search,2024-02-08,Shoes,Mobile,Loyal Customers
CUS-04109,45-54,Female,UK,Returning,Google Search,2023-06-29,Shoes,Mobile,Potential Loyalists
CUS-04110,45-54,Male,UK,Returning,Meta Ads,2024-12-29,Accessories,Mobile,Hibernating
CUS-04111,25-34,Male,Germany,Returning,Meta Ads,2023-09-16,Dresses,Desktop,At Risk
CUS-04112,45-54,Male,Germany,Returning,Affiliate,2025-08-10,Jeans,Mobile,Discount Seekers
CUS-04113,35-44,Male,Germany,Returning,Meta Ads,2024-07-22,Shoes,Desktop,Champions
CUS-04114,35-44,Female,Italy,Returning,Email,2023-03-08,Jeans,Mobile,Loyal Customers
CUS-04115,35-44,Male,Spain,Returning,Email,2024-05-18,Jackets,Mobile,Champions
CUS-04116,45-54,Male,Netherlands,Returning,Organic Search,2024-07-12,Dresses,Desktop,Loyal Customers
CUS-04117,25-34,Female,France,Returning,Organic Search,2023-06-27,Shoes,Mobile,Champions
CUS-04118,25-34,Female,UK,New,Google Search,2025-11-24,Beauty,Mobile,New Customers
CUS-04119,35-44,Male,Germany,New,Display Ads,2025-12-10,Accessories,Mobile,New Customers
CUS-04120,45-54,Male,France,Returning,Meta Ads,2023-06-06,Shoes,Desktop,At Risk
CUS-04121,45-54,Female,Netherlands,Returning,Organic Search,2024-09-18,Beauty,Desktop,Potential Loyalists
CUS-04122,25-34,Female,Italy,Returning,Email,2024-08-13,Sportswear,Mobile,Champions
CUS-04123,35-44,Female,Spain,Returning,Organic Search,2024-11-09,Dresses,Mobile,At Risk
CUS-04124,25-34,Female,Poland,Returning,Google Search,2023-10-23,Sportswear,Mobile,Champions
CUS-04125,18-24,Female,France,Returning,Google Search,2025-01-11,Sportswear,Mobile,Discount Seekers
CUS-04126,25-34,Female,Italy,Returning,Meta Ads,2024-07-19,Sportswear,Mobile,Champions
CUS-04127,45-54,Female,France,New,Organic Search,2025-07-17,Sportswear,Mobile,New Customers
CUS-04128,25-34,Female,Poland,Returning,Email,2024-03-10,Jeans,Mobile,Discount Seekers
CUS-04129,45-54,Female,Spain,New,Organic Search,2025-08-20,Accessories,Desktop,New Customers
CUS-04130,45-54,Female,Poland,Returning,Google Search,2023-04-13,Dresses,Mobile,At Risk
CUS-04131,45-54,Female,Germany,Returning,Organic Search,2023-12-25,Shoes,Mobile,At Risk
CUS-04132,18-24,Male,Italy,Returning,Affiliate,2025-03-25,Dresses,Desktop,Loyal Customers
CUS-04133,25-34,Female,Italy,Returning,Affiliate,2023-07-19,Bags,Mobile,At Risk
CUS-04134,25-34,Female,France,Returning,Organic Search,2024-01-03,Sportswear,Mobile,Discount Seekers
CUS-04135,25-34,Non-binary/Other,France,Returning,Meta Ads,2024-12-10,Bags,Tablet,High-Value Customers
CUS-04136,18-24,Female,Italy,New,Meta Ads,2025-10-22,Shoes,Mobile,New Customers
CUS-04137,55+,Male,France,Returning,Google Search,2023-10-29,Shoes,Mobile,Potential Loyalists
CUS-04138,35-44,Female,Spain,Returning,Google Search,2024-12-18,Shoes,Mobile,Hibernating
CUS-04139,45-54,Male,France,New,Meta Ads,2025-09-13,Beauty,Desktop,New Customers
CUS-04140,18-24,Male,Netherlands,Returning,Meta Ads,2024-10-14,Shoes,Mobile,Loyal Customers
CUS-04141,18-24,Male,Italy,Returning,Email,2024-03-01,Jeans,Mobile,Loyal Customers
CUS-04142,55+,Male,UK,Returning,Display Ads,2025-01-29,Accessories,Mobile,Loyal Customers
CUS-04143,25-34,Female,Germany,New,Affiliate,2025-12-13,Beauty,Mobile,New Customers
CUS-04144,45-54,Female,France,Returning,Organic Search,2024-09-04,Dresses,Mobile,Loyal Customers
CUS-04145,18-24,Male,UK,Returning,Organic Search,2023-10-12,Jackets,Desktop,Champions
CUS-04146,55+,Female,Spain,Returning,Affiliate,2023-09-29,Bags,Desktop,Champions
CUS-04147,18-24,Male,Italy,Returning,Affiliate,2024-01-09,Shoes,Desktop,Discount Seekers
CUS-04148,55+,Female,Germany,Returning,Meta Ads,2024-09-20,Bags,Mobile,Champions
CUS-04149,25-34,Male,Poland,Returning,Organic Search,2023-05-25,Bags,Mobile,Champions
CUS-04150,45-54,Male,Germany,New,TikTok Ads,2025-11-12,Sportswear,Mobile,New Customers
CUS-04151,18-24,Male,Germany,Returning,TikTok Ads,2023-06-03,Shoes,Mobile,Loyal Customers
CUS-04152,25-34,Male,Netherlands,Returning,Organic Search,2023-12-09,Bags,Desktop,High-Value Customers
CUS-04153,18-24,Female,Poland,Returning,Meta Ads,2025-07-20,Jeans,Mobile,Discount Seekers
CUS-04154,35-44,Female,Netherlands,Returning,TikTok Ads,2025-03-29,Accessories,Desktop,Potential Loyalists
CUS-04155,25-34,Female,UK,New,Google Search,2025-11-17,Accessories,Mobile,New Customers
CUS-04156,25-34,Female,Germany,Returning,Meta Ads,2025-06-19,Shoes,Mobile,Potential Loyalists
CUS-04157,55+,Female,Spain,Returning,Google Search,2025-02-01,Shoes,Mobile,Champions
CUS-04158,25-34,Male,Netherlands,Returning,Meta Ads,2024-01-28,Sportswear,Mobile,Potential Loyalists
CUS-04159,35-44,Female,France,Returning,Email,2024-06-21,Jeans,Mobile,Loyal Customers
CUS-04160,18-24,Female,France,Returning,TikTok Ads,2023-07-21,Jeans,Mobile,Loyal Customers
CUS-04161,25-34,Female,UK,New,Google Search,2025-06-10,Shoes,Mobile,New Customers
CUS-04162,25-34,Female,UK,Returning,Meta Ads,2023-05-27,Bags,Mobile,Champions
CUS-04163,35-44,Male,Germany,Returning,Organic Search,2023-03-03,Accessories,Mobile,Loyal Customers
CUS-04164,35-44,Female,Poland,New,Google Search,2025-09-21,Accessories,Desktop,New Customers
CUS-04165,25-34,Male,Germany,New,TikTok Ads,2025-10-14,Sportswear,Mobile,New Customers
CUS-04166,25-34,Male,Italy,Returning,Meta Ads,2023-09-29,Dresses,Mobile,Loyal Customers
CUS-04167,35-44,Female,France,Returning,Display Ads,2023-02-26,Shoes,Tablet,Champions
CUS-04168,25-34,Male,France,Returning,Google Search,2025-02-19,Jeans,Tablet,Loyal Customers
CUS-04169,25-34,Female,Netherlands,Returning,Organic Search,2023-01-27,Dresses,Mobile,Loyal Customers
CUS-04170,45-54,Male,Germany,Returning,Email,2023-02-24,Beauty,Desktop,Hibernating
CUS-04171,35-44,Male,Italy,Returning,Google Search,2025-04-16,Dresses,Mobile,Discount Seekers
CUS-04172,25-34,Female,UK,Returning,Google Search,2025-02-27,Beauty,Mobile,Potential Loyalists
CUS-04173,25-34,Female,UK,Returning,Meta Ads,2024-02-29,Accessories,Mobile,Potential Loyalists
CUS-04174,35-44,Female,UK,Returning,Email,2023-11-04,Shoes,Mobile,Hibernating
CUS-04175,25-34,Female,France,Returning,Organic Search,2023-04-29,Dresses,Mobile,At Risk
CUS-04176,35-44,Male,Italy,Returning,Organic Search,2024-09-19,Accessories,Desktop,Loyal Customers
CUS-04177,25-34,Male,France,Returning,Organic Search,2023-05-29,Shoes,Desktop,Loyal Customers
CUS-04178,45-54,Female,Germany,New,TikTok Ads,2025-12-13,Accessories,Desktop,New Customers
CUS-04179,18-24,Male,Spain,New,TikTok Ads,2025-11-14,Accessories,Mobile,New Customers
CUS-04180,35-44,Female,Netherlands,Returning,Google Search,2023-10-03,Dresses,Mobile,Loyal Customers
CUS-04181,35-44,Male,Germany,Returning,Meta Ads,2025-07-28,Accessories,Desktop,Potential Loyalists
CUS-04182,35-44,Female,Germany,Returning,Organic Search,2025-05-26,Accessories,Mobile,Potential Loyalists
CUS-04183,25-34,Female,Germany,Returning,Organic Search,2023-03-13,Shoes,Mobile,Loyal Customers
CUS-04184,45-54,Non-binary/Other,Netherlands,New,Email,2025-10-23,Beauty,Tablet,New Customers
CUS-04185,45-54,Female,Germany,Returning,Google Search,2024-02-19,Jeans,Mobile,At Risk
CUS-04186,45-54,Female,Netherlands,New,Affiliate,2025-06-04,Sportswear,Mobile,New Customers
CUS-04187,18-24,Female,France,Returning,Organic Search,2024-10-01,Jeans,Mobile,Loyal Customers
CUS-04188,35-44,Male,Netherlands,Returning,Email,2025-01-05,Dresses,Desktop,Loyal Customers
CUS-04189,25-34,Female,UK,Returning,Affiliate,2024-08-21,Beauty,Mobile,Hibernating
CUS-04190,55+,Male,France,New,Affiliate,2025-07-05,Accessories,Tablet,New Customers
CUS-04191,35-44,Female,Spain,Returning,Google Search,2024-11-03,Shoes,Desktop,Champions
CUS-04192,25-34,Male,Germany,Returning,Organic Search,2024-07-05,Shoes,Mobile,Loyal Customers
CUS-04193,35-44,Female,Italy,Returning,TikTok Ads,2024-10-30,Beauty,Mobile,Hibernating
CUS-04194,25-34,Female,Germany,Returning,Display Ads,2023-01-09,Beauty,Mobile,Hibernating
CUS-04195,18-24,Male,France,Returning,Meta Ads,2025-04-01,Jeans,Desktop,Discount Seekers
CUS-04196,45-54,Female,UK,Returning,Google Search,2024-02-28,Bags,Mobile,At Risk
CUS-04197,25-34,Female,France,New,Email,2025-06-14,Shoes,Mobile,New Customers
CUS-04198,25-34,Male,Poland,New,Google Search,2025-11-20,Sportswear,Desktop,New Customers
CUS-04199,55+,Female,Germany,Returning,Google Search,2023-08-25,Accessories,Desktop,Loyal Customers
CUS-04200,25-34,Non-binary/Other,France,Returning,Meta Ads,2023-09-12,Jeans,Desktop,At Risk
CUS-04201,35-44,Female,France,Returning,Google Search,2023-01-05,Dresses,Desktop,At Risk
CUS-04202,25-34,Non-binary/Other,Spain,Returning,Email,2023-12-18,Dresses,Tablet,Loyal Customers
CUS-04203,35-44,Male,France,Returning,Meta Ads,2023-07-23,Dresses,Desktop,Discount Seekers
CUS-04204,18-24,Male,Germany,Returning,Google Search,2023-11-12,Sportswear,Mobile,Potential Loyalists
CUS-04205,25-34,Male,France,Returning,Affiliate,2024-09-29,Jackets,Mobile,Champions
CUS-04206,55+,Female,Germany,Returning,Display Ads,2024-05-14,Shoes,Mobile,Potential Loyalists
CUS-04207,25-34,Male,Germany,Returning,Email,2023-10-30,Jeans,Desktop,Discount Seekers
CUS-04208,18-24,Female,Netherlands,Returning,Organic Search,2024-04-26,Shoes,Mobile,Discount Seekers
CUS-04209,35-44,Male,Netherlands,New,TikTok Ads,2025-07-15,Accessories,Mobile,New Customers
CUS-04210,45-54,Female,France,Returning,Google Search,2025-03-17,Dresses,Mobile,High-Value Customers
CUS-04211,18-24,Male,Germany,Returning,Meta Ads,2025-08-05,Sportswear,Mobile,Discount Seekers
CUS-04212,35-44,Female,Spain,Returning,Display Ads,2024-09-24,Accessories,Mobile,Hibernating
CUS-04213,45-54,Female,Germany,Returning,Organic Search,2025-08-25,Dresses,Mobile,Discount Seekers
CUS-04214,25-34,Male,Italy,Returning,Meta Ads,2025-03-27,Beauty,Mobile,Potential Loyalists
CUS-04215,18-24,Male,Netherlands,Returning,Organic Search,2024-03-24,Accessories,Desktop,Hibernating
CUS-04216,35-44,Male,Germany,New,Meta Ads,2025-11-05,Accessories,Mobile,New Customers
CUS-04217,35-44,Female,Spain,Returning,Display Ads,2024-08-25,Jeans,Desktop,Hibernating
CUS-04218,45-54,Female,Spain,Returning,Email,2024-06-04,Accessories,Tablet,Loyal Customers
CUS-04219,25-34,Male,Spain,Returning,Google Search,2023-02-20,Beauty,Mobile,Hibernating
CUS-04220,35-44,Male,Italy,Returning,Organic Search,2023-03-05,Shoes,Mobile,High-Value Customers
CUS-04221,25-34,Female,Spain,Returning,TikTok Ads,2024-12-13,Sportswear,Mobile,Potential Loyalists
CUS-04222,55+,Female,Germany,Returning,Email,2023-06-12,Bags,Desktop,High-Value Customers
CUS-04223,18-24,Female,Germany,Returning,Google Search,2024-04-30,Shoes,Mobile,Potential Loyalists
CUS-04224,25-34,Male,Germany,Returning,Email,2023-07-13,Shoes,Mobile,Loyal Customers
CUS-04225,35-44,Female,Poland,Returning,Email,2024-04-24,Shoes,Mobile,Loyal Customers
CUS-04226,25-34,Female,UK,Returning,Email,2024-08-02,Shoes,Desktop,Hibernating
CUS-04227,55+,Male,Germany,New,Organic Search,2025-07-11,Shoes,Mobile,New Customers
CUS-04228,25-34,Female,France,Returning,Google Search,2024-10-13,Accessories,Desktop,Potential Loyalists
CUS-04229,25-34,Male,Italy,Returning,Email,2024-08-09,Jeans,Tablet,At Risk
CUS-04230,25-34,Female,Germany,Returning,Google Search,2024-06-06,Sportswear,Mobile,Potential Loyalists
CUS-04231,35-44,Male,UK,New,Meta Ads,2025-07-11,Accessories,Mobile,New Customers
CUS-04232,25-34,Male,France,Returning,Email,2023-12-05,Sportswear,Mobile,Discount Seekers
CUS-04233,25-34,Male,France,Returning,Organic Search,2024-07-15,Dresses,Mobile,At Risk
CUS-04234,55+,Female,Germany,Returning,Email,2024-04-01,Shoes,Mobile,Hibernating
CUS-04235,25-34,Male,Germany,Returning,Display Ads,2023-11-29,Jeans,Mobile,At Risk
CUS-04236,18-24,Male,Netherlands,Returning,Google Search,2024-04-02,Jackets,Desktop,High-Value Customers
CUS-04237,18-24,Female,Spain,Returning,TikTok Ads,2024-06-24,Shoes,Mobile,Loyal Customers
CUS-04238,45-54,Non-binary/Other,Germany,Returning,Email,2023-06-15,Shoes,Desktop,Loyal Customers
CUS-04239,25-34,Female,UK,Returning,Email,2025-03-04,Sportswear,Mobile,Champions
CUS-04240,45-54,Male,France,New,Meta Ads,2025-07-27,Beauty,Mobile,New Customers
CUS-04241,18-24,Female,France,Returning,Display Ads,2024-01-28,Shoes,Mobile,At Risk
CUS-04242,25-34,Male,France,Returning,Meta Ads,2023-09-13,Jeans,Mobile,Hibernating
CUS-04243,35-44,Male,France,Returning,TikTok Ads,2024-07-13,Shoes,Mobile,Potential Loyalists
CUS-04244,55+,Female,Spain,Returning,Email,2024-08-13,Bags,Desktop,Champions
CUS-04245,55+,Female,Germany,Returning,Google Search,2024-01-10,Dresses,Mobile,At Risk
CUS-04246,35-44,Female,Italy,Returning,Google Search,2024-10-14,Shoes,Desktop,High-Value Customers
CUS-04247,25-34,Female,UK,Returning,TikTok Ads,2023-10-07,Shoes,Tablet,Potential Loyalists
CUS-04248,25-34,Female,Italy,Returning,TikTok Ads,2023-03-23,Jeans,Desktop,Loyal Customers
CUS-04249,25-34,Male,Germany,Returning,TikTok Ads,2025-06-16,Beauty,Mobile,Potential Loyalists
CUS-04250,18-24,Male,Germany,New,Organic Search,2025-06-09,Beauty,Mobile,New Customers
